INDEX,TEXT ,STYLE TEXT
24,"Соответственно, если при использовании современной техники разговор о «технике безопасности» – не более, чем декларация, то можно и нужно различать «желаемый идеал» (абсолютную безопасность) и реально сложившийся на сегодня уровень безопасности каждого технического устройства, каждой технологии. Поэтому не привлекается к ответственности директор, например, автозавода, заведомо знающий, что на каждую тысячу машин, вышедших с его завода, один или два раза в год приходится один несчастный случай. Не действует неправомерно и водитель автомашины, развивающий дозволенную, но не абсолютно безопасную скорость, и т. д.",научный стиль
25,"Академик В.А. Легасов отмечал, что современные сложные производства и машины проектируются так, чтобы их надежность была максимально высокой. Но они не могут гарантировать абсолютную безопасность объекта – возможны дефекты при изготовлении оборудования, конечна надежность любого механизма, не исключены отклонения от режима безопасности и т. д. С учетом этого факта создаются системы, предупреждающие возникновение аварий при нарушении режима эксплуатации и при иных непредвиденных осложнениях, ставятся вторые, третьи, а иногда и четвертые дублирующие системы, но и они, лишь понижая вероятность возникновения аварии, не сводят её к нулю",научный стиль
26,"Более или менее сложные технические устройства – суть источники повышенной опасности. Полезность и даже жизненно важная необходимость их для функционирования современного общества очевидна, поэтому законодатель допускает их использование, несмотря на не преодолимую в полной мере возможность причинения вреда при их использовании",научный стиль
27,"Соответственно, защита общества от нежелательных последствий взаимодействия человека и техники может идти не по пути запрещения или хотя бы сужения количества, разнообразия, сложности используемых обществом источников повышенной опасности, а по пути отказа от деклараций о желательной ликвидации несчастных случаев, вызванных использованием техники, о создании безопасных условий работы на любом производстве и выработке научной концепции приемлемого риска, создания норм безопасности, конкретизирующих этот риск, закрепления в каком-то будущем в Конституции страны норм о правомерном риске, его критериях.",научный стиль
28,"Так, многие специалисты принимают величину 10-6 (1:1 000 000) как уровень риска, допустимого в промышленности. В других случаях принимают во внимание иные величины, приемлемые на автотранспорте, железнодорожном и воздушном транспорте, придавая тем самым режиму общественной безопасности количественное выражение. И в этом плане утверждать о беспомощности человека перед современной техникой, видимо, нельзя, не говоря о том, что на некоторых наиболее ответственных участках взаимодействия человека и техники пока не случалось ни одного сбоя, ни одной аварии, тем или иным образом не связанных с пороками человеческого фактора. За любым (почти любым) аварийным происшествием – от автокатастрофы до гибели атомной подводной лодки – лежит либо преступно самонадеянное, либо преступно небрежное действие оператора технической системы или субъекта, организующего или контролирующего контура.",научный стиль
29,"Какую роль играет и должно играть уголовное право в превенции таких потерь? Отвечая на этот вопрос в первом приближении, можно исходить из того, что снять просчеты и упущения операторов технических систем – значит повысить надежность человека, управляющего техникотехнологическими процессами или обслуживающего таковые. Факторы, способствующие такому повышению, – это, вопервых, всё то, что определяет способность человека к деятельности некоторого рода и, во-вторых, что не менее существенно, – его готовность к этой деятельности. Более конкретно, речь должна идти о профпригодности лица, о сочетании его психофизиологических и иных данных – об обученности, работоспособности и т. д., о готовности использовать свои возможности для удержания технических систем в упорядоченном (безопасном) русле.",научный стиль
30,"В принципе, носителем такой готовности является любое вменяемое лицо: что бы оно ни делало, оно органически заинтересовано в том, чтобы «делаемое» не вырвалось из его рук. Даже реализуя общественно опасные цели, лицо стремится ограничить преобразование среды действиями, связанными именно с этими целями. Исключением являются преступления, совершаемые с косвенным умыслом, предполагающим безразличное отношение субъекта к побочным последствиям своих действий и вписывающимся в формулу «после меня хоть потоп».",научный стиль
31,"Предметная реализация такого отношения – выпуск в эксплуатацию заведомо неисправной автомашины, допуск к управлению транспортом профнепригодного лица, нетрезвого или переутомленного водителя, сдача заведомо недоработанного проекта и т. д. Явления эти, характеризующиеся особой общественной опасностью и особой распространенностью в прежнее и в настоящее время, требуют специального внимания. Одна из причин таких явлений – технократический подход к организации производства, при котором человек не стремится добросовестно работать, некомпетентность и карьеризм руководящих кадров и т. д.",научный стиль
32,"Возвращаясь к неосторожности как преобладающей причине технических преступлений, отметим, что некоторые криминалисты связывают её с недостаточной значимостью для виновного производственных правил. Придавая большое значение личной заинтересованности лица в успешном завершении своих действий, социологи ставят следующие вопросы: будет ли человек, который на работе допускает ошибки в течение 5 % времени, ошибаться в 5 % своих денежных расчетов; будет ли он в течение 5 % времени, проводимого на работе, носить на одной ноге черный, а на другой — коричневый ботинок; будет ли он, возвращаясь домой, попадать не в ту дверь и т. д. Очевидно, что на все эти вопросы должен последовать отрицательный ответ, а это подводит к мысли о том, что гарантия безошибочного действия во многом определяется личной заинтересованностью лица в успехе такового, что эту заинтересованность надо внести туда, где её нет, и повысить там, где она мала.",научный стиль
33,"В этом случае следовало бы прийти к выводу о том, что, если иметь в виду, что человека можно к чему-то стимулировать либо поощрением, либо угрозой кары, то всё дело заключается в том, чтобы правильно манипулировать тем и другим и, в частности, форсировать кару, если речь идет о ней. Иными словами, следуя этой концепции, можно, например, утверждать, что причиной хорошо известной трагической гибели теплохода «Адмирал Нахимов» в Цемесской бухте являлась малая санкция статьи об ответственности за нарушение правил кораблевождения (ст. 85 УК РСФСР), и более строгая санкция катастрофу бы исключила. Если бы за незаконный обгон было установлено, например, не административное взыскание, а уголовная кара, судоводитель не совершил бы допущенное и т. д.",научный стиль
34,"Однако люди ошибаются и в безусловно значимых для них ситуациях. Сошлемся на неосторожность матери при купании ребенка, лишившей её ребенка, на «зевок» игрока во время ответственного шахматного матча, кстати, лишающий его большого материального вознаграждения, укажем на столы находок в больших городах, подчас хранящие вещи, крайне ценные для их владельцев, и т. д. и т. п.",научный стиль
35,"В этих случаях меры поощрения и угроза кары либо вообще не действуют, либо действуют в очень малой мере. Малоэффективны они и тогда, когда речь идет о статистически неизбежных просчетах. Так, даже в таком рационально спланированном городе, как Вашингтон, по статистике каждый «средний» водитель совершает более девяти ошибок каждые пять минут. По опубликованным данным Научного совета отечественной Академии наук по экономике научно-технического прогресса, примерно каждые четыре часа даже опытный конструктор или технолог допускает ошибку средней сложности. И нет оснований думать, что в других сферах бытия дела обстоят иным образом, что проблема эта может быть решена политикой «кнута и пряника», только угрозой или только поощрением лица, хотя значение их в каких-то случаях бесспорно",научный стиль
36,"Медиа (от латинского «media», «medium» – средство, посредник) – это термин XX века, первоначально введенный для обозначения феномена «массовой культуры» («mass culture», «mass media»). Что касается понятия «медиакультура», то это понятие введено для обозначения особого типа культуры информационного общества, являющейся посредником между обществом и государством. Медиакультура включает в себя культуру передачи информации и культуру ее восприятия, поэтому правомерно выделять такое понятие как «техническая медиакультура».",научный стиль
37,"Техническая медиакультура связана с эстетикой кадра. Это свойство не только фотографии, но и кино, видео, компьютерной графики, анимации и т. д. Новые виды медиакультуры являются производным технического прогресса. На их знаковую систему влияют общие закономерности развития технической культуры, связанной с техникой съемки действительности. На этой базе формируется новое видение – новый тип образного мышления, интегрирующий речевые и визуальные формы",научный стиль
38,"Так, если в письменной культуре основной знаковой системы выступают буква, слово, то в аудиовизуальной культуре «первокирпичиком» является кадр. В зависимости от того, каким образом осуществляется «включение» путем фотографического способа воспроизведения в «поток событий», различают фотографическую, кинематографическую и телевизионную форму культуры кадра. Фотографическая культура кадра связана с использованием фотокадра, передающего непосредственное впечатление от реального события. Кинематографическая культура кадра использует кадр как «ячейку монтажа», что позволяет не только передать непосредственное впечатление от события, но и выявить его смысл. Телевизионная культура кадра связана с таким использованием кадра, при котором зритель как бы непосредственно включается в «поток событий» и видит его «изнутри».",научный стиль
39,"Осмысление образного потенциала кинокадра было связано с пониманием кадра не как элемента монтажа, а его ячейки. В конце концов это привело к формированию того нового способа образного мышления, который был наиболее адекватен новому видению действительности, распространившемуся благодаря использованию эстетики моментального фотокадра. Не случайно С. Эйзенштейн видел в фотографическом способе воспроизведения действительности технический «первофеномен», на базе которого возникала поэтика кино, обращенная лицом ко времени, истории. Важно подчеркнуть, что все это вело к открытию фундаментальных закономерностей создания кинопроизведения, позволяющих не только понять достаточно глубоко природу этого нового искусства, но и его неразрывную связь с традициями мировой художественной классики.",научный стиль
40,"Общим признаком для языка фотографии, кино и телевидения является не только универсальность его изначальной клеточки – кадра, но и его событийность. Все это широко используется в фото-, кино- и телевизионном творчестве, где кадру придаются черты художественного изображения, драматической сцены, элемента образного повествования, и все же при всех указанных трансформациях в нем сохраняется наличие того момента, которого нет и не может быть в «художественной картине», созданной с помощью языка классических искусств",научный стиль
