INDEX,TEXT ,STYLE TEXT
15,"Разговор этим кончился и мы продолжали молча идти друг подле друга. На вершине горы нашли мы снег. Солнце закатилось, и ночь последовала за днем без промежутка, как это обыкновенно бывает на юге; но благодаря отливу снегов мы легко могли различать дорогу, которая все еще шла в гору, хотя уже не так круто. Я велел положить чемодан свой в тележку, заменить быков лошадьми и в последний раз оглянулся на долину; но густой туман, нахлынувший волнами из ущелий, покрывал ее совершенно, ни единый звук не долетал уже оттуда до нашего слуха. Осетины шумно обступили меня и требовали на водку; но штабс-капитан так грозно на них прикрикнул, что они вмиг разбежались.",художественный стиль
16,"До станции оставалось еще с версту. Кругом было тихо, так тихо, что по жужжанию комара можно было следить за его полетом. Налево чернело глубокое ущелье; за ним и впереди нас темно-синие вершины гор, изрытые морщинами, покрытые слоями снега, рисовались на бледном небосклоне, еще сохранявшем последний отблеск зари. На темном небе начинали мелькать звезды, и странно, мне показалось, что оно гораздо выше, чем у нас на севере. По обеим сторонам дороги торчали голые, черные камни; кой-где из-под снега выглядывали кустарники, но ни один сухой листок не шевелился, и весело было слышать среди этого мертвого сна природы фырканье усталой почтовой тройки и неровное побрякиванье русского колокольчика.",художественный стиль
17,"Сакля была прилеплена одним боком к скале; три скользкие, мокрые ступени вели к ее двери. Ощупью вошел я и наткнулся на корову (хлев у этих людей заменяет лакейскую). Я не знал, куда деваться: тут блеют овцы, там ворчит собака. К счастью, в стороне блеснул тусклый свет и помог мне найти другое отверстие наподобие двери. Тут открылась картина довольно занимательная: широкая сакля, которой крыша опиралась на два закопченные столба, была полна народа. Посередине трещал огонек, разложенный на земле, и дым, выталкиваемый обратно ветром из отверстия в крыше, расстилался вокруг такой густой пеленою, что я долго не мог осмотреться; у огня сидели две старухи, множество детей и один худощавый грузин, все в лохмотьях. Нечего было делать, мы приютились у огня, закурили трубки, и скоро чайник зашипел приветливо.",художественный стиль
18,"Тут он начал щипать левый ус, повесил голову и призадумался. Мне страх хотелось вытянуть из него какую-нибудь историйку — желание, свойственное всем путешествующим и записывающим людям. Между тем чай поспел; я вытащил из чемодана два походных стаканчика, налил и поставил один перед ним. Он отхлебнул и сказал как будто про себя: «Да, бывало!» Это восклицание подало мне большие надежды. Я знаю, старые кавказцы любят поговорить, порассказать; им так редко это удается: другой лет пять стоит где-нибудь в захолустье с ротой, и целые пять лет ему никто не скажет «здравствуйте» (потому что фельдфебель говорит «здравия желаю»). А поболтать было бы о чем: кругом народ дикий, любопытный; каждый день опасность, случаи бывают чудные, и тут поневоле пожалеешь о том, что у нас так мало записывают.",художественный стиль
19,"Это был человек лет тридцати двух-трех от роду, среднего роста, приятной наружности, с темно-серыми глазами, но с отсутствием всякой определенной идеи, всякой сосредоточенности в чертах лица. Мысль гуляла вольной птицей по лицу, порхала в глазах, садилась на полуотворенные губы, пряталась в складках лба, потом совсем пропадала, и тогда во всем лице теплился ровный свет беспечности. С лица беспечность переходила в позы всего тела, даже в складки шлафрока.",художественный стиль
20,"Движения его, когда он был даже встревожен, сдерживались также мягкостью и не лишенною своего рода грации ленью. Если на лицо набегала из души туча заботы, взгляд туманился, на лбу являлись складки, начиналась игра сомнений, печали, испуга; но редко тревога эта застывала в форме определенной идеи, еще реже превращалась в намерение. Вся тревога разрешалась вздохом и замирала в апатии или в дремоте.",художественный стиль
21,"Но опытный глаз человека с чистым вкусом одним беглым взглядом на все, что тут было, прочел бы только желание кое-как соблюсти decorum неизбежных приличий, лишь бы отделаться от них. Обломов хлопотал, конечно, только об этом, когда убирал свой кабинет. Утонченный вкус не удовольствовался бы этими тяжелыми, неграциозными стульями красного дерева, шаткими этажерками. Задок у одного дивана оселся вниз, наклеенное дерево местами отстало.",художественный стиль
22,"По стенам, около картин, лепилась в виде фестонов паутина, напитанная пылью; зеркала, вместо того чтоб отражать предметы, могли бы служить скорее скрижалями для записывания на них по пыли каких-нибудь заметок на память. Ковры были в пятнах. На диване лежало забытое полотенце; на столе редкое утро не стояла не убранная от вчерашнего ужина тарелка с солонкой и с обглоданной косточкой да не валялись хлебные крошки.",художественный стиль
23,"Если б не эта тарелка, да не прислоненная к постели только что выкуренная трубка, или не сам хозяин, лежащий на ней, то можно было бы подумать, что тут никто не живет — так все запылилось, полиняло и вообще лишено было живых следов человеческого присутствия. На этажерках, правда, лежали две-три развернутые книги, валялась газета, на бюро стояла и чернильница с перьями; но страницы, на которых развернуты были книги, покрылись пылью и пожелтели; видно, что их бросили давно; нумер газеты был прошлогодний, а из чернильницы, если обмакнуть в нее перо, вырвалась бы разве только с жужжаньем испуганная муха.",художественный стиль
24,"По этому плану предполагалось ввести разные новые экономические, полицейские и другие меры. Но план был еще далеко не весь обдуман, а неприятные письма старосты ежегодно повторялись, побуждали его к деятельности и, следовательно, нарушали покой. Обломов сознавал необходимость до окончания плана предпринять что-нибудь решительное.",художественный стиль
25,"Более ничто не напоминало старику барского широкого и покойного быта в глуши деревни. Старые господа умерли, фамильные портреты остались дома и, чай, валяются где-нибудь на чердаке; предания о старинном быте и важности фамилии всё глохнут или живут только в памяти немногих, оставшихся в деревне же стариков. Поэтому для Захара дорог был серый сюртук: в нем да еще в кое-каких признаках, сохранившихся в лице и манерах барина, напоминавших его родителей, и в его капризах, на которые хотя он и ворчал, и про себя и вслух, но которые между тем уважал внутренне, как проявление барской воли, господского права, видел он слабые намеки на отжившее величие.",художественный стиль
26,"Он благополучно избегнул встречи с своею хозяйкой на лестнице. Каморка его приходилась под самою кровлей высокого пятиэтажного дома и походила более на шкаф, чем на квартиру. Квартирная же хозяйка его, у которой он нанимал эту каморку с обедом и прислугой, помещалась одною лестницей ниже, в отдельной квартире, и каждый раз, при выходе на улицу, ему непременно надо было проходить мимо хозяйкиной кухни, почти всегда настежь отворенной на лестницу. И каждый раз молодой человек, проходя мимо, чувствовал какое-то болезненное и трусливое ощущение, которого стыдился и от которого морщился. Он был должен кругом хозяйке и боялся с нею встретиться.",художественный стиль
27,"Не то чтоб он был так труслив и забит, совсем даже напротив; но с некоторого времени он был в раздражительном и напряженном состоянии, похожем на ипохондрию. Он до того углубился в себя и уединился от всех, что боялся даже всякой встречи, не только встречи с хозяйкой. Он был задавлен бедностью; но даже стесненное положение перестало в последнее время тяготить его. Насущными делами своими он совсем перестал и не хотел заниматься. Никакой хозяйки, в сущности, он не боялся, что бы та ни замышляла против него. Но останавливаться на лестнице, слушать всякий вздор про всю эту обыденную дребедень, до которой ему нет никакого дела, все эти приставания о платеже, угрозы, жалобы, и при этом самому изворачиваться, извиняться, лгать, — нет уж, лучше проскользнуть как-нибудь кошкой по лестнице и улизнуть, чтобы никто не видал.",художественный стиль
28,"На улице жара стояла страшная, к тому же духота, толкотня, всюду известка, леса, кирпич, пыль и та особенная летняя вонь, столь известная каждому петербуржцу, не имеющему возможности нанять дачу, — всё это разом неприятно потрясло и без того уже расстроенные нервы юноши. Нестерпимая же вонь из распивочных, которых в этой части города особенное множество, и пьяные, поминутно попадавшиеся, несмотря на буднее время, довершили отвратительный и грустный колорит картины. Чувство глубочайшего омерзения мелькнуло на миг в тонких чертах молодого человека. Кстати, он был замечательно хорош собою, с прекрасными темными глазами, темно-рус, ростом выше среднего, тонок и строен. Но скоро он впал как бы в глубокую задумчивость, даже, вернее сказать, как бы в какое-то забытье, и пошел, уже не замечая окружающего, да и не желая его замечать. Изредка только бормотал он что-то про себя, от своей привычки к монологам, в которой он сейчас сам себе признался. В эту же минуту он и сам сознавал, что мысли его порою мешаются и что он очень слаб: второй день как уж он почти совсем ничего не ел.",художественный стиль
29,"Он был до того худо одет, что иной, даже и привычный человек, посовестился бы днем выходить в таких лохмотьях на улицу. Впрочем, квартал был таков, что костюмом здесь было трудно кого-нибудь удивить. Близость Сенной, обилие известных заведений и, по преимуществу, цеховое и ремесленное население, скученное в этих серединных петербургских улицах и переулках, пестрили иногда общую панораму такими субъектами, что странно было бы и удивляться при встрече с иною фигурой. Но столько злобного презрения уже накопилось в душе молодого человека, что, несмотря на всю свою, иногда очень молодую, щекотливость, он менее всего совестился своих лохмотьев на улице. Другое дело при встрече с иными знакомыми или с прежними товарищами, с которыми вообще он не любил встречаться... А между тем, когда один пьяный, которого неизвестно почему и куда провозили в это время по улице в огромной телеге, запряженной огромною ломовою лошадью, крикнул ему вдруг, проезжая: «Эй ты, немецкий шляпник!» — и заорал во всё горло, указывая на него рукой, — молодой человек вдруг остановился и судорожно схватился за свою шляпу. Шляпа эта была высокая, круглая, циммермановская, но вся уже изношенная, совсем рыжая, вся в дырах и пятнах, без полей и самым безобразнейшим углом заломившаяся на сторону. Но не стыд, а совсем другое чувство, похожее даже на испуг, охватило его.",художественный стиль
30,"Идти ему было немного; он даже знал, сколько шагов от ворот его дома: ровно семьсот тридцать. Как-то раз он их сосчитал, когда уж очень размечтался. В то время он и сам еще не верил этим мечтам своим и только раздражал себя их безобразною, но соблазнительною дерзостью. Теперь же, месяц спустя, он уже начинал смотреть иначе и, несмотря на все поддразнивающие монологи о собственном бессилии и нерешимости, «безобразную» мечту как-то даже поневоле привык считать уже предприятием, хотя всё еще сам себе не верил. Он даже шел теперь делать пробу своему предприятию, и с каждым шагом волнение его возрастало всё сильнее и сильнее.",художественный стиль
31,"С замиранием сердца и нервною дрожью подошел он к преогромнейшему дому, выходившему одною стеной на канаву, а другою в — ю улицу. Этот дом стоял весь в мелких квартирах и заселен был всякими промышленниками — портными, слесарями, кухарками, разными немцами, девицами, живущими от себя, мелким чиновничеством и проч. Входящие и выходящие так и шмыгали под обоими воротами и на обоих дворах дома. Тут служили три или четыре дворника. Молодой человек был очень доволен, не встретив ни которого из них, и неприметно проскользнул сейчас же из ворот направо на лестницу. Лестница была темная и узкая, «черная», но он всё уже это знал и изучил, и ему вся эта обстановка нравилась: в такой темноте даже и любопытный взгляд был неопасен. «Если о сю пору я так боюсь, что же было бы, если б и действительно как-нибудь случилось до самого дела дойти?..» — подумал он невольно, проходя в четвертый этаж. Здесь загородили ему дорогу отставные солдаты-носильщики, выносившие из одной квартиры мебель. Он уже прежде знал, что в этой квартире жил один семейный немец, чиновник: «Стало быть, этот немец теперь выезжает, и, стало быть, в четвертом этаже, по этой лестнице и на этой площадке, остается, на некоторое время, только одна старухина квартира занятая. Это хорошо... на всякой случай...» — подумал он опять и позвонил в старухину квартиру. Звонок брякнул слабо, как будто был сделан из жести, а не из меди. В подобных мелких квартирах таких домов почти всё такие звонки. Он уже забыл звон этого колокольчика, и теперь этот особенный звон как будто вдруг ему что-то напомнил и ясно представил... Он так и вздрогнул, слишком уже ослабели нервы на этот раз. Немного спустя дверь приотворилась на крошечную щелочку: жилица оглядывала из щели пришедшего с видимым недоверием, и только виднелись ее сверкавшие из темноты глазки. Но увидав на площадке много народу, она ободрилась и отворила совсем. Молодой человек переступил через порог в темную прихожую, разгороженную перегородкой, за которою была крошечная кухня. Старуха стояла перед ним молча и вопросительно на него глядела. Это была крошечная, сухая старушонка, лет шестидесяти, с вострыми и злыми глазками, с маленьким вострым носом и простоволосая. Белобрысые, мало поседевшие волосы ее были жирно смазаны маслом. На ее тонкой и длинной шее, похожей на куриную ногу, было наверчено какое-то фланелевое тряпье, а на плечах, несмотря на жару, болталась вся истрепанная и пожелтелая меховая кацавейка. Старушонка поминутно кашляла и кряхтела. Должно быть, молодой человек взглянул на нее каким-нибудь особенным взглядом, потому что и в ее глазах мелькнула вдруг опять прежняя недоверчивость.",художественный стиль
32,"Небольшая комната, в которую прошел молодой человек, с желтыми обоями, геранями и кисейными занавесками на окнах, была в эту минуту ярко освещена заходящим солнцем. «И тогда, стало быть, так же будет солнце светить!..» — как бы невзначай мелькнуло в уме Раскольникова, и быстрым взглядом окинул он всё в комнате, чтобы по возможности изучить и запомнить расположение. Но в комнате не было ничего особенного. Мебель, вся очень старая и из желтого дерева, состояла из дивана с огромною выгнутою деревянною спинкой, круглого стола овальной формы перед диваном, туалета с зеркальцем в простенке, стульев по стенам да двух-трех грошовых картинок в желтых рамках, изображавших немецких барышень с птицами в руках, — вот и вся мебель. В углу перед небольшим образом горела лампада. Всё было очень чисто: и мебель, и полы были оттерты под лоск; всё блестело. «Лизаветина работа», — подумал молодой человек. Ни пылинки нельзя было найти во всей квартире. «Это у злых и старых вдовиц бывает такая чистота», — продолжал про себя Раскольников и с любопытством покосился на ситцевую занавеску перед дверью во вторую, крошечную комнатку, где стояли старухины постель и комод и куда он еще ни разу не заглядывал. Вся квартира состояла из этих двух комнат.",художественный стиль
33,"Старуха полезла в карман за ключами и пошла в другую комнату за занавески. Молодой человек, оставшись один среди комнаты, любопытно прислушивался и соображал. Слышно было, как она отперла комод. «Должно быть, верхний ящик, — соображал он. — Ключи она, стало быть, в правом кармане носит... Все на одной связке, в стальном кольце... И там один ключ есть всех больше, втрое, с зубчатою бородкой, конечно, не от комода... Стало быть, есть еще какая-нибудь шкатулка, али укладка... Вот это любопытно. У укладок всё такие ключи... А впрочем, как это подло всё...»",художественный стиль
34,"Но он не мог выразить ни словами, ни восклицаниями своего волнения. Чувство бесконечного отвращения, начинавшее давить и мутить его сердце еще в то время, как он только шел к старухе, достигло теперь такого размера и так ярко выяснилось, что он не знал, куда деться от тоски своей. Он шел по тротуару как пьяный, не замечая прохожих и сталкиваясь с ними, и опомнился уже в следующей улице. Оглядевшись, он заметил, что стоит подле распивочной, в которую вход был с тротуара по лестнице вниз, в подвальный этаж. Из дверей, как раз в эту минуту, выходили двое пьяных и, друг друга поддерживая и ругая, взбирались на улицу. Долго не думая, Раскольников тотчас же спустился вниз. Никогда до сих пор не входил он в распивочные, но теперь голова его кружилась, и к тому же палящая жажда томила его. Ему захотелось выпить холодного пива, тем более что внезапную слабость свою он относил и к тому, что был голоден. Он уселся в темном и грязном углу, за липким столиком, спросил пива и с жадностию выпил первый стакан. Тотчас же всё отлегло, и мысли его прояснели. «Всё это вздор, — сказал он с надеждой, — и нечем тут было смущаться! Просто физическое расстройство! Один какой-нибудь стакан пива, кусок сухаря, — и вот, в один миг, крепнет ум, яснеет мысль, твердеют намерения! Тьфу, какое всё это ничтожество!..» Но, несмотря на этот презрительный плевок, он глядел уже весело, как будто внезапно освободясь от какого-то ужасного бремени, и дружелюбно окинул глазами присутствующих. Но даже и в эту минуту он отдаленно предчувствовал, что вся эта восприимчивость к лучшему была тоже болезненная.",художественный стиль
35,"Бывают иные встречи, совершенно даже с незнакомыми нам людьми, которыми мы начинаем интересоваться с первого взгляда, как-то вдруг, внезапно, прежде чем скажем слово. Такое точно впечатление произвел на Раскольникова тот гость, который сидел поодаль и походил на отставного чиновника. Молодой человек несколько раз припоминал потом это первое впечатление и даже приписывал его предчувствию. Он беспрерывно взглядывал на чиновника, конечно, и потому еще, что и сам тот упорно смотрел на него, и видно было, что тому очень хотелось начать разговор. На остальных же, бывших в распивочной, не исключая и хозяина, чиновник смотрел как-то привычно и даже со скукой, а вместе с тем и с оттенком некоторого высокомерного пренебрежения, как бы на людей низшего положения и развития, с которыми нечего ему говорить. Это был человек лет уже за пятьдесят, среднего роста и плотного сложения, с проседью и с большою лысиной, с отекшим от постоянного пьянства желтым, даже зеленоватым лицом и с припухшими веками, из-за которых сияли крошечные, как щелочки, но одушевленные красноватые глазки. Но что-то было в нем очень странное; во взгляде его светилась как будто даже восторженность, — пожалуй, был и смысл и ум, — но в то же время мелькало как будто и безумие. Одет он был в старый, совершенно оборванный черный фрак, с осыпавшимися пуговицами. Одна только еще держалась кое-как, и на нее-то он и застегивался, видимо желая не удаляться приличий. Из-под нанкового жилета торчала манишка, вся скомканная, запачканная и залитая. Лицо было выбрито, по-чиновничьи, но давно уже, так что уже густо начала выступать сизая щетина. Да и в ухватках его действительно было что-то солидно-чиновничье. Но он был в беспокойстве, ерошил волосы и подпирал иногда, в тоске, обеими руками голову, положа продранные локти на залитый и липкий стол.",художественный стиль
36,"Его разговор, казалось, возбудил общее, хотя и ленивое внимание. Мальчишки за стойкой стали хихикать. Хозяин, кажется, нарочно сошел из верхней комнаты, чтобы послушать «забавника», и сел поодаль, лениво, но важно позевывая. Очевидно, Мармеладов был здесь давно известен. Да и наклонность к витиеватой речи приобрел, вероятно, вследствие привычки к частым кабачным разговорам с различными незнакомцами. Эта привычка обращается у иных пьющих в потребность, и преимущественно у тех из них, с которыми дома обходятся строго и которыми помыкают. Оттого-то в пьющей компании они и стараются всегда как будто выхлопотать себе оправдание, а если можно, то даже и уважение.",художественный стиль
37,"Маленькая закоптелая дверь в конце лестницы, на самом верху, была отворена. Огарок освещал беднейшую комнату шагов в десять длиной; всю ее было видно из сеней. Всё было разбросано и в беспорядке, в особенности разное детское тряпье. Через задний угол была протянута дырявая простыня. За нею, вероятно, помещалась кровать. В самой же комнате было всего только два стула и клеенчатый очень ободранный диван, перед которым стоял старый кухонный сосновый стол, некрашеный и ничем не покрытый. На краю стола стоял догоравший сальный огарок в железном подсвечнике. Выходило, что Мармеладов помещался в особой комнате, а не в углу, но комната его была проходная. Дверь в дальнейшие помещения или клетки, на которые разбивалась квартира Амалии Липпевехзель, была приотворена. Там было шумно и крикливо. Хохотали. Кажется, играли в карты и пили чай. Вылетали иногда слова самые нецеремонные.",художественный стиль
38,"Молодой человек поспешил уйти, не говоря ни слова. К тому же внутренняя дверь отворилась настежь, и из нее выглянуло несколько любопытных. Протягивались наглые смеющиеся головы с папиросками и трубками, в ермолках. Виднелись фигуры в халатах и совершенно нараспашку, в летних до неприличия костюмах, иные с картами в руках. Особенно потешно смеялись они, когда Мармеладов, таскаемый за волосы, кричал, что это ему в наслаждение. Стали даже входить в комнату; послышался, наконец, зловещий визг: это продиралась вперед сама Амалия Липпевехзель, чтобы произвести распорядок по-свойски и в сотый раз испугать бедную женщину ругательским приказанием завтра же очистить квартиру. Уходя, Раскольников успел просунуть руку в карман, загреб сколько пришлось медных денег, доставшихся ему с разменянного в распивочной рубля, и неприметно положил на окошко. Потом уже на лестнице он одумался и хотел было воротиться.",художественный стиль
39,"Он проснулся на другой день уже поздно, после тревожного сна, но сон не подкрепил его. Проснулся он желчный, раздражительный, злой и с ненавистью посмотрел на свою каморку. Это была крошечная клетушка, шагов в шесть длиной, имевшая самый жалкий вид с своими желтенькими, пыльными и всюду отставшими от стены обоями, и до того низкая, что чуть-чуть высокому человеку становилось в ней жутко, и всё казалось, что вот-вот стукнешься головой о потолок. Мебель соответствовала помещению: было три старых стула, не совсем исправных, крашеный стол в углу, на котором лежало несколько тетрадей и книг; уже по тому одному, как они были запылены, видно было, что до них давно уже не касалась ничья рука; и, наконец, неуклюжая большая софа, занимавшая чуть не всю стену и половину ширины всей комнаты, когда-то обитая ситцем, но теперь в лохмотьях и служившая постелью Раскольникову. Часто он спал на ней так, как был, не раздеваясь, без простыни, покрываясь своим старым, ветхим, студенческим пальто и с одною маленькою подушкой в головах, под которую подкладывал всё что имел белья, чистого и заношенного, чтобы было повыше изголовье. Перед софой стоял маленький столик.",художественный стиль
40,"Трудно было более опуститься и обнеряшиться; но Раскольникову это было даже приятно в его теперешнем состоянии духа. Он решительно ушел от всех, как черепаха в свою скорлупу, и даже лицо служанки, обязанной ему прислуживать и заглядывавшей иногда в его комнату, возбуждало в нем желчь и конвульсии. Так бывает у иных мономанов, слишком на чем-нибудь сосредоточившихся. Квартирная хозяйка его две недели как уже перестала ему отпускать кушанье, и он не подумал еще до сих пор сходить объясниться с нею, хотя и сидел без обеда. Настасья, кухарка и единственная служанка хозяйкина, отчасти была рада такому настроению жильца и совсем перестала у него убирать и мести, так только в неделю раз, нечаянно, бралась иногда за веник. Она же и разбудила его теперь.",художественный стиль
